5.43
6.19
6.63
7.18
8.95
10.14
11.74
12.6
17.26
21.07
22.38
24
24.8
26.13
27.61
29.95
33.92
33.21
34.8
37.16
42.41
49.44
57.74
67.27
78.57
91.71
106.7
119.93
135.84
155.49
178.29
199.14
215.75
232.63
260.41
321.12
361.95
408.07
464.38
511.32
551.36
606.11
691.74
817.58
941.95
1040
1100.08
1219.09
1319.3
1452.94
