片区,总价(万元),小区,朝向,面积
海淀,835,王公坟社区,3室1厅,71.1
海淀,635,福美苑,2室2厅,89.64
海淀,810,莱圳家园,2室1厅,91.64
海淀,1599,御墅临枫锦园一区,3室1厅,186.08
海淀,1080,太月园,2室1厅,92.4
海淀,620,北三环中路40号院,1室1厅,58.53
海淀,990,天秀花园安和园,4室2厅,127.14
海淀,720,宝盛西里,3室1厅,91.9
海淀,835,科委宿舍,3室1厅,72.9
海淀,608,复兴路79号院,2室1厅,64.2
海淀,520,北京邮电大学,2室1厅,50.1
海淀,1015,恩济花园,2室1厅,97.5
海淀,2200,郦城三区,4室2厅,195.83
海淀,1150,中关村东路106号院,3室1厅,96.76
海淀,1900,金隅山墅,5室3厅,204.0
海淀,745,怡清园,2室1厅,117.54
海淀,1180,百旺茉莉园,3室2厅,129.1
海淀,535,永定路70号院,2室1厅,59.5
海淀,1288,信悦华庭,3室2厅,147.87
海淀,690,万寿路12号院,2室1厅,64.1
海淀,720,门头馨村北二区,3室2厅,126.12
海淀,660,清华园,2室1厅,50.9
海淀,410,永定路85号院,2室1厅,56.1
海淀,799,学知轩,3室2厅,148.59
海淀,1360,北辰香麓,4室2厅,248.02
海淀,1050,远大园四区,3室1厅,119.01
海淀,2880,五矿万科如园,4室2厅,287.37
海淀,2650,鲁艺上河村,4室2厅,198.09
海淀,1120,碧森里,3室2厅,131.63
海淀,482,罗庄西里,1室1厅,44.18
海淀,880,都景苑,2室1厅,94.59
海淀,468,大慧寺20号院,1室1厅,41.28
海淀,650,西三环北路23号院,2室1厅,57.07
海淀,899,远大园四区,2室1厅,83.72
海淀,520,建西苑北里,2室1厅,79.3
海淀,540,永泰庄甲6号院,2室1厅,63.6
海淀,550,菊园,2室1厅,62.45
海淀,1580,颐源居小区,4室2厅,159.74
海淀,476,安宁里南区,2室1厅,69.29
海淀,589,永泰园新地标,1室1厅,82.22
海淀,550,昌运宫9号院,3室0厅,59.4
海淀,595,玉海园二里,2室1厅,61.1
海淀,599,万寿路12号院,2室1厅,57.9
海淀,550,皂君东里,2室1厅,54.2
海淀,1450,山水倾城,3室2厅,134.9
海淀,735,八里庄北里,3室1厅,73.9
海淀,565,新康园,2室1厅,109.46
海淀,1966,康桥水郡,3室1厅,123.48
海淀,588,玉海园一里,2室1厅,61.1
海淀,780,北坞嘉园北里,2室2厅,83.68
海淀,920,宝盛北里,3室1厅,126.47
海淀,525,金沟河3号院,2室1厅,61.7
海淀,550,明光村小区,2室1厅,55.2
海淀,525,西木小区,2室1厅,53.5
海淀,570,昌运宫,2室1厅,50.5
海淀,830,北沙沟,3室1厅,85.1
海淀,888,志新北里,3室1厅,86.7
海淀,1065,友谊社区,2室1厅,98.11
海淀,850,中国矿业大学校内,3室1厅,82.07
海淀,579,万寿路1号院,2室1厅,61.8
海淀,660,甘家口小区,2室1厅,61.4
海淀,570,上园村,2室1厅,54.1
海淀,910,今日家园,3室1厅,133.2
海淀,899,博雅德园,2室2厅,125.9
海淀,1350,百旺家苑,4室2厅,164.45
海淀,837,建设部大院,2室1厅,66.01
海淀,620,永泰园,2室1厅,81.21
海淀,360,前沙涧路7号院,2室1厅,86.55
海淀,685,北洼路62号院,3室1厅,69.9
海淀,460,宝盛北里,1室1厅,62.53
海淀,628,学院南路60号院,3室1厅,58.9
海淀,698,金庄1号院,2室1厅,77.7
海淀,720,玉泉路16号院,3室1厅,81.9
海淀,1000,丹青府,3室1厅,128.89
海淀,603,普惠南里,3室1厅,60.4
海淀,1198,枫丹丽舍,3室2厅,148.54
海淀,1218,中海枫涟山庄,3室2厅,121.83
海淀,650,玉海园三里,2室1厅,72.41
海淀,1788,御墅临枫锦园一区,3室1厅,191.01
海淀,599,翠微路甲9号院,2室1厅,60.0
海淀,850,翠微南里,3室1厅,78.2
海淀,652,翠微路2号院,2室1厅,59.8
海淀,1480,魏公村8号院,4室2厅,127.2
海淀,470,金沟河2号院,3室1厅,56.4
海淀,1118,怡美家园,3室2厅,119.96
海淀,990,翠微东里,3室1厅,87.75
海淀,750,北三环中路46号院,2室1厅,74.26
海淀,799,景和园,3室1厅,93.87
海淀,728,六建,3室1厅,78.0
海淀,445,幸福时光,2室1厅,58.77
海淀,990,百旺茉莉园,2室1厅,116.99
海淀,564,学院南路6号,2室1厅,57.51
海淀,738,翠微东里,2室1厅,64.4
海淀,840,枫丹丽舍,2室1厅,104.21
海淀,599,清缘里中区,2室1厅,85.76
海淀,449,永达逸家,1室1厅,58.6
海淀,2000,远大园三区,3室2厅,184.73
海淀,768,玉海园五里,2室2厅,82.0
海淀,525,志强北园,2室1厅,54.9
海淀,1450,燕归园,3室1厅,101.88
海淀,489,永泰东里,2室1厅,60.67
海淀,784,阜光里小区,3室1厅,81.2
海淀,1750,工商大学东校区,3室2厅,130.74
海淀,488,德胜门西大街甲5号,1室1厅,56.9
海淀,1130,北洼西里,3室2厅,116.2
海淀,480,环山村,3室1厅,95.2
海淀,640,定慧北里,2室1厅,63.27
海淀,3300,五矿万科如园,5室3厅,441.39
海淀,2690,西钓鱼台嘉园,3室3厅,252.97
海淀,3300,郦城三区,5室2厅,268.44
海淀,1340,韦伯豪家园,2室1厅,112.12
海淀,405,八宝庄,1室1厅,42.9
海淀,778,牡丹园东里,2室1厅,75.3
海淀,415,王庄路27号院,1室1厅,42.0
海淀,1065,郦城三区,2室1厅,98.52
海淀,405,甘家口小区,1室1厅,42.4
海淀,545,景王坟,2室1厅,55.5
海淀,560,科技大学,2室1厅,53.35
海淀,1065,郦城二区,2室1厅,100.33
海淀,700,冬晴园,2室1厅,81.45
海淀,750,马连洼北路1号院,2室1厅,53.8
海淀,535,学院南路乙12号,2室1厅,54.5
海淀,720,学院南路60号院,2室1厅,59.1
海淀,400,北三环中路46号院,1室1厅,38.14
海淀,300,老年医院家属楼,2室1厅,51.6
海淀,445,永泰东里,2室1厅,58.17
海淀,610,塔院小区,2室1厅,55.6
海淀,656,首体家属院,3室1厅,56.9
海淀,615,车道沟社区,3室1厅,70.3
海淀,390,农业职业学院家属院,2室1厅,50.1
海淀,750,城华园,2室1厅,78.42
海淀,745,北坞嘉园北里,2室2厅,85.02
海淀,1079,永安东里,3室2厅,118.3
海淀,333,玉泉路16号院,1室1厅,36.2
海淀,698,定慧北里,3室1厅,73.54
海淀,1390,熙湖,3室2厅,184.16
海淀,730,小营干休所,4室1厅,102.26
海淀,570,明光北里,2室1厅,61.4
海淀,920,紫金庄园,2室1厅,92.8
海淀,850,今日家园,2室2厅,100.97
海淀,755,智学苑,3室2厅,124.34
海淀,635,苏州街77号院,2室1厅,57.8
海淀,360,建材城西一里,2室1厅,52.7
海淀,678,清缘里中区,3室1厅,112.91
海淀,599,万寿路1号院,2室1厅,62.03
海淀,750,宝盛北里,2室1厅,105.2
海淀,850,定慧福里北区,3室1厅,100.91
海淀,975,熙湖,2室2厅,122.67
海淀,1598,冠城北园,2室2厅,149.29
海淀,1980,天兆家园,3室2厅,170.59
海淀,1388,燕归园,3室1厅,96.26
海淀,658,昌运宫,3室1厅,72.6
海淀,628,清缘里中区,2室2厅,102.97
海淀,485,翠微中里,2室1厅,55.32
海淀,650,西单宿舍,3室1厅,61.3
海淀,2420,国兴家园,4室1厅,169.25
海淀,660,正源尚峰尚水,2室1厅,74.25
海淀,633,普惠南里,2室1厅,59.7
海淀,985,富丽小区,3室1厅,89.66
海淀,1080,万寿路甲15号院五区,2室1厅,81.6
海淀,1697,10号名邸,3室1厅,207.02
海淀,559,志强北园,2室1厅,63.82
海淀,739,复兴路61号院,3室1厅,78.2
海淀,1400,人民大学北路33号院,3室1厅,177.36
海淀,650,枫蓝国际,1室1厅,70.94
海淀,1600,10号名邸,3室1厅,205.98
海淀,418,永定路1号院,2室1厅,50.8
海淀,940,厂洼西街10号院,2室1厅,80.4
海淀,680,永金里小区,2室1厅,80.73
海淀,1820,美丽经典园,3室2厅,147.32
海淀,1240,中国房子,3室2厅,140.25
海淀,1320,金雅园北区,3室2厅,135.64
海淀,1050,百旺家苑,2室2厅,121.18
海淀,523,兰德华庭,1室1厅,59.14
海淀,545,上园村,2室1厅,53.5
海淀,655,水文大院,3室1厅,66.0
海淀,650,永定路70号院,3室1厅,74.3
海淀,886,永泰园新地标,3室2厅,139.59
海淀,1090,华澳中心,2室2厅,141.32
海淀,820,燕北园,3室1厅,81.6
海淀,1076,怡美家园,3室1厅,122.39
海淀,720,田村山南路9号院,3室1厅,89.61
海淀,1080,学知园,3室2厅,132.8
海淀,645,铁路小区,3室1厅,89.58
海淀,427,田村半壁店90号院,2室1厅,59.8
海淀,520,门头馨村北二区,2室2厅,92.89
海淀,490,索家坟,2室1厅,52.4
海淀,2175,万泉新新家园,3室1厅,131.04
海淀,1380,百旺茉莉园,3室2厅,163.36
海淀,598,普惠南里,2室1厅,60.0
海淀,780,金沟河10号院,3室1厅,96.9
海淀,1210,大苑海淀名著,3室2厅,113.26
海淀,700,万寿路乙14号,2室1厅,68.58
海淀,680,保利西山林语,3室1厅,95.16
海淀,549,德胜门西大街甲5号,1室1厅,56.9
海淀,1080,怡秀园小区,3室1厅,85.13
海淀,758,北坞嘉园北里,2室2厅,85.77
海淀,660,兰德华庭,2室1厅,70.53
海淀,500,铁东小区,2室1厅,51.1
海淀,660,复兴路79号院,2室1厅,75.8
海淀,580,翠微南里,2室2厅,54.29
海淀,510,定慧北里,2室1厅,52.45
海淀,950,小南庄社区,2室2厅,90.43
海淀,745,智学苑,2室2厅,114.5
海淀,636,文慧园北路甲6号院,2室1厅,64.9
海淀,858,高第小区,3室1厅,70.9
海淀,930,太阳园,2室1厅,77.31
海淀,600,阜成路甲3号,2室1厅,56.22
海淀,430,城华园,1室0厅,50.71
海淀,1258,农科院,3室1厅,92.93
海淀,595,福美苑,2室1厅,89.67
海淀,609,蓟门东里,2室1厅,61.7
海淀,509,明光村小区,2室1厅,53.5
海淀,796,当代城市家园,2室1厅,86.97
海淀,708,万泉河62号院,2室1厅,60.2
海淀,668,学院南路60号院,2室1厅,59.1
海淀,530,八里庄北里,2室1厅,57.5
海淀,710,北洼东里,2室1厅,70.9
海淀,660,西直门北大街43号院,2室1厅,59.0
海淀,358,轮胎厂宿舍,2室1厅,50.1
海淀,438,温泉路45号院,2室1厅,76.92
海淀,870,北三环中路甲43号院,2室1厅,81.08
海淀,600,明光村小区,2室1厅,59.8
海淀,720,金谷园,2室1厅,68.46
海淀,560,水科院,1室1厅,46.3
海淀,445,菊园,1室1厅,52.74
海淀,690,北太平庄路2号院,2室1厅,64.1
海淀,468,城华园,1室1厅,62.15
海淀,737,学知园,2室1厅,89.8
海淀,430,铭科苑,1室1厅,58.5
海淀,899,领秀新硅谷1号院,2室1厅,95.54
海淀,490,竹园,2室1厅,60.68
海淀,540,罗庄东里,2室1厅,56.9
海淀,615,保利西山林语,2室1厅,94.34
海淀,585,大柳树13号院,2室1厅,60.8
海淀,468,北洼西里,1室1厅,54.12
海淀,488,永泰东里,2室1厅,60.22
海淀,745,北太平路16号院,3室1厅,69.2
海淀,678,民族大学南路19号院,2室1厅,61.8
海淀,730,美丽西园,2室1厅,81.05
海淀,810,建设部大院,2室1厅,62.4
海淀,915,魏公村8号院,2室2厅,86.36
海淀,485,车公庄西路14号院,1室1厅,37.9
海淀,780,牡丹园北里,2室1厅,79.42
海淀,675,秋露园,2室1厅,76.61
海淀,408,轮胎厂宿舍,2室1厅,58.2
海淀,569,农林科学院宿舍,2室1厅,56.3
海淀,490,文慧园,1室1厅,49.1
海淀,800,知春路47号院,2室1厅,68.24
海淀,805,望塔园,2室1厅,81.52
海淀,460,西木小区,2室1厅,49.5
海淀,699,林大北路9号院,2室1厅,70.46
海淀,739,逸成东苑,2室1厅,75.6
海淀,520,北京林业大学校内,2室1厅,56.7
海淀,1218,太阳园,2室1厅,93.41
海淀,439,恩济庄46号院,1室1厅,50.49
海淀,839,美丽西园,2室1厅,81.05
海淀,820,北太平路甲18号,3室1厅,77.1
海淀,488,金隅瑞和园,2室1厅,73.01
海淀,739,车道沟10号院,2室1厅,63.8
海淀,1360,怡秀园小区,4室1厅,119.59
海淀,3900,五矿万科如园,6室3厅,455.98
海淀,401,财智公馆,1室1厅,48.64
海淀,598,文慧园北路甲26号,2室1厅,58.49
海淀,600,车公庄西路38号院,2室1厅,68.2
海淀,530,交大东路19号院,2室1厅,55.87
海淀,935,润千秋佳苑,2室1厅,98.88
海淀,690,交大东路31号院,3室1厅,75.0
海淀,530,海清园,2室1厅,88.29
海淀,538,宝盛西里,2室1厅,77.8
海淀,552,福美苑,2室1厅,83.09
海淀,385,温泉路45号院,2室1厅,61.6
海淀,550,今日家园,1室1厅,72.64
海淀,850,健翔园,2室1厅,83.8
海淀,650,青云北区,2室1厅,53.0
海淀,590,保利西山林语,2室1厅,90.33
海淀,535,蓟门东里,2室1厅,61.1
海淀,576.6,知春里,1室1厅,51.9
海淀,820,牡丹园东里,2室1厅,75.3
海淀,1380,颐慧佳园A区,2室1厅,110.38
海淀,708,世华龙樾一期西区,2室1厅,75.99
海淀,785,恩济里小区,3室1厅,79.0
海淀,480,翠微路平台村,1室1厅,40.8
海淀,790,静淑苑,2室1厅,66.5
海淀,1250,金晖嘉园,2室2厅,101.34
海淀,709,海淀南路,2室1厅,55.2
海淀,650,水木天成,2室1厅,88.69
